id,text,term,label_id,label,tvt,pred_0,pred_1,pred_2
1909,The entire dining experience was wonderful!,dining experience,2,positive,train,0.00011380574869690463,0.0007630722830072045,0.9991230368614197
2492,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",steak,2,positive,train,0.00011505971633596346,0.0007700853166170418,0.9991148114204407
1894,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,2,positive,train,0.00011980102863162756,0.0008000346715562046,0.9990801811218262
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",atmosphere,2,positive,train,0.0001138982261181809,0.00075963803101331,0.9991264939308167
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,2,positive,train,0.0007148088188841939,0.0067621092312037945,0.9925231337547302
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,0,negative,train,0.05455433949828148,0.273639440536499,0.6718062162399292
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,1,neutral,train,0.007674588356167078,0.987992525100708,0.004332852549850941
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,2,positive,train,0.00011661177995847538,0.0007676482782699168,0.9991157650947571
2663,It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,2,positive,train,0.00011526155867613852,0.0007775479461997747,0.9991071820259094
2132,"The food, drinks and service are clearly among the best in the city.",drinks,2,positive,train,0.000122694211313501,0.0008352042641490698,0.9990420937538147
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,0,negative,train,0.9932587146759033,0.0048460145480930805,0.0018953345715999603
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,1,neutral,train,0.010280321352183819,0.983482837677002,0.006236881483346224
2366,One of us actually liked the expresso - that's it.,expresso,2,positive,train,0.00011749724217224866,0.0007971222512423992,0.9990853071212769
892,Our server checked on us maybe twice during the entire meal.,meal,1,neutral,train,0.07320204377174377,0.9229034185409546,0.003894566558301449
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",menu,0,negative,train,0.9934929013252258,0.003844138002023101,0.002663004444912076
3005,we were seated at the sushi bar in front of yasuda.,sushi bar,1,neutral,train,0.005968556273728609,0.991253674030304,0.002777727320790291
3410,You must try the shrimp appetizers.,shrimp appetizers,2,positive,train,0.004832945764064789,0.7539277672767639,0.24123932421207428
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish with hot bean source,2,positive,train,0.00011440676462370902,0.0007807233487255871,0.9991047978401184
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,2,positive,train,0.00013523164670914412,0.0009623665828257799,0.9989023208618164
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,2,positive,train,0.0001350565580651164,0.0009107676451094449,0.998954176902771
1687,The dish had like 6 pieces of beef in it.,beef,1,neutral,train,0.008698709309101105,0.9878554940223694,0.0034458076115697622
147,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,2,positive,train,0.00011435931810410693,0.0007711774669587612,0.999114453792572
