id,text,term,label_id,label,tvt,pred_0,pred_1,pred_2
2970,I did not have to call the support line at all.,support line,1,neutral,train,0.02487596496939659,0.8963066935539246,0.07881731539964676
2338,I take it everywhere with me because it's so easy to carry.,carry,2,positive,train,0.00024202011991292238,0.005092108156532049,0.9946658611297607
2674,One drawback I noticed was sound quality via USB.,sound quality via USB,0,negative,train,0.9814528226852417,0.012557774782180786,0.005989358760416508
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,2,positive,train,0.00019476407032925636,0.001819806289859116,0.9979854822158813
76,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",Photobooth,2,positive,train,0.00014793789887335151,0.002727073384448886,0.997124969959259
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,1,neutral,train,0.0050657629035413265,0.9405542612075806,0.05437999963760376
112,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,0,negative,train,0.9836317300796509,0.011555744335055351,0.004812453407794237
2203,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,1,neutral,train,0.008975060656666756,0.8945580124855042,0.09646693617105484
2132,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers,0,negative,train,0.9511098265647888,0.025751858949661255,0.023138251155614853
246,Very fast boot up and shut down.,shut down,2,positive,train,0.00011276772420387715,0.0017194737447425723,0.9981677532196045
3076,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,1,neutral,train,0.00751267746090889,0.9269587993621826,0.06552857905626297
2575,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,0,negative,train,0.9770550727844238,0.01814303733408451,0.0048018223606050014
547,It has a faster processor and more ram.,processor,2,positive,train,0.0002736267924774438,0.0037671527825295925,0.9959592223167419
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,1,neutral,train,0.006441631354391575,0.9467087388038635,0.04684968292713165
2768,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,1,neutral,train,0.004561887122690678,0.8271713256835938,0.16826678812503815
2978,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,1,neutral,train,0.9656285047531128,0.027247155085206032,0.007124434690922499
2463,It works exactly like it did the day I took it out of the box.,works,2,positive,train,0.0006566587253473699,0.013535640202462673,0.9858076572418213
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,2,positive,train,0.00013283859880175442,0.0022993048187345266,0.9975678324699402
1524,"If a website ever freezes (which is rare), its really easy to force quit.",force quit,2,positive,train,0.00723754009231925,0.21980416774749756,0.7729582786560059
207,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,2,positive,train,0.014115534722805023,0.7914107441902161,0.1944737434387207
2824,"Simple to use, and great graphics.",graphics,2,positive,train,0.00011548679322004318,0.0012470063520595431,0.9986374974250793
713,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,2,positive,train,0.00026815192541107535,0.0061538610607385635,0.9935779571533203
2709,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,0,negative,train,0.9806638956069946,0.015703599900007248,0.0036324518732726574
2202,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,syncing,2,positive,train,0.0014511634362861514,0.0277667585760355,0.9707820415496826
1048,"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Bluetooth,1,neutral,train,0.004131435416638851,0.7630571722984314,0.23281142115592957
1985,"From the get-go, the M6809 was unsteady in its operation;",operation,0,negative,train,0.9846295118331909,0.01154137309640646,0.0038291828241199255
2388,Really like the textured surface which shows no fingerprints.,surface,2,positive,train,0.00017325089720543474,0.0016459320904687047,0.9981808662414551
634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,0,negative,train,0.9291130900382996,0.05912550166249275,0.011761363595724106
961,  This time the mouse pad and right click key wouldn't work!,mouse pad,0,negative,train,0.9857922196388245,0.010927960276603699,0.0032797325402498245
220,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",price,0,negative,train,0.963939905166626,0.02022371254861355,0.015836413949728012
1425,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,0,negative,train,0.8868072628974915,0.0935315489768982,0.019661173224449158
3048,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,0,negative,train,0.935456395149231,0.05367708206176758,0.010866519995033741
2728,defective software.,software,0,negative,train,0.9808624982833862,0.013925174251198769,0.00521229300647974
2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,0,negative,train,0.9849258065223694,0.0119260773062706,0.0031481978949159384
2141,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",life,2,positive,train,0.00042618761654011905,0.008237285539507866,0.9913365840911865
648,Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,0,negative,train,0.9809962511062622,0.014222593046724796,0.004781084600836039
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,0,negative,train,0.9338318705558777,0.0545140765607357,0.011654023081064224
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,0,negative,train,0.9846338629722595,0.011145038530230522,0.004221176262944937
918, THE MOTHERBOARD IS DEAD !,MOTHERBOARD,0,negative,train,0.9831406474113464,0.013432582840323448,0.00342680630274117
1770,"It has far exceeded my expectations for power, storage, and abilitiy.",storage,2,positive,train,0.00013522367225959897,0.002040083520114422,0.9978246688842773
3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,2,positive,train,0.0004156268259976059,0.008982237428426743,0.9906021356582642
1436,"I have Vista, so I am unable to install and uninstall  some programs.",install,0,negative,train,0.9852555990219116,0.01187021192163229,0.0028741424903273582
745,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,0,negative,train,0.9624782204627991,0.031280118972063065,0.006241684313863516
2973,"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,2,positive,train,0.00010071036376757547,0.0018995439168065786,0.9979997277259827
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,0,negative,train,0.8935416340827942,0.05365004017949104,0.05280832201242447
1983,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,2,positive,train,0.00020977456006221473,0.0025752156507223845,0.9972149133682251
260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,0,negative,train,0.9834426045417786,0.012778629548847675,0.003778737271204591
2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,1,neutral,train,0.006171970162540674,0.8992406725883484,0.09458737075328827
2083,It's priced very reasonable and works very well right out of the box.,priced,2,positive,train,0.00010836710134753957,0.001405282411724329,0.9984863996505737
2706,Features like the font are very block-like and old school.,Features,0,negative,train,0.983254611492157,0.011976612731814384,0.004768777173012495
1041,Loaded with bloatware.,bloatware,1,neutral,train,0.008139248006045818,0.9422516226768494,0.04960917308926582
2430,Had some trouble finding a case that it would fit in.,case,0,negative,train,0.9678905010223389,0.020669419318437576,0.011440112255513668
1043,Support has been lackluster and now I just want a refund.,Support,0,negative,train,0.9808860421180725,0.01287758257240057,0.006236359477043152
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,0,negative,train,0.937838077545166,0.05294537916779518,0.009216583333909512
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,0,negative,train,0.9590443968772888,0.03128070384263992,0.009674866683781147
2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,0,negative,train,0.12320014834403992,0.7286990284919739,0.14810089766979218
2509,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,2,positive,train,0.0008494310895912349,0.03668647259473801,0.9624640941619873
2021,This wiped out several programs that were installed on the computer when it was bought.,programs,0,negative,train,0.9833770990371704,0.013422315940260887,0.0032005507964640856
1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,0,negative,train,0.8878667950630188,0.09559418261051178,0.016539108008146286
1488,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,2,positive,train,0.0034878780134022236,0.4164761006832123,0.5800360441207886
338,"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",battery life,2,positive,train,0.2575988173484802,0.09059003740549088,0.6518111228942871
2413,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,2,positive,train,0.004553318023681641,0.19741252064704895,0.7980340719223022
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,2,positive,train,0.02274458296597004,0.8354726433753967,0.14178277552127838
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,1,neutral,train,0.004922789987176657,0.9449954032897949,0.05008181184530258
1657,Theres a built in camera with special effects- for video and photography.,built in camera,2,positive,train,0.00011385793186491355,0.0019242353737354279,0.9979618787765503
1984,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,2,positive,train,0.0004553960752673447,0.013547170907258987,0.9859974384307861
927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,0,negative,train,0.9629449248313904,0.028617817908525467,0.008437233045697212
1969,I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade,2,positive,train,0.0011507640592753887,0.010150152258574963,0.9886990189552307
1968,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,2,positive,train,0.00016372984100598842,0.002710351487621665,0.9971259236335754
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,0,negative,train,0.9796282052993774,0.013541242107748985,0.006830677390098572
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,2,positive,train,0.0012359617976471782,0.022909559309482574,0.9758544564247131
120,"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,0,negative,train,0.9642422795295715,0.028547560796141624,0.007210155483335257
2895,It's super fast and a great value for the price!,price,2,positive,train,0.00011822806118289009,0.0012691752053797245,0.998612642288208
2510,"Waiting for the i7 was well worth it, great value for the price.",price,2,positive,train,0.0001842294877860695,0.001986168324947357,0.9978296160697937
1531,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,2,positive,train,0.00011334750888636336,0.0014101422857493162,0.9984765648841858
1757,"Great Laptop for the price, works well with action pack games.",action pack games,1,neutral,train,0.04289330542087555,0.7435747981071472,0.21353188157081604
1095,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",1,neutral,train,0.005266387481242418,0.9167459607124329,0.07798760384321213
3082,This is not a serious gaming laptop or a serious media machine;,gaming,0,negative,train,0.9787978529930115,0.016332777217030525,0.004869354423135519
440,"I love its solid build, light wt and excellent battery life (for now).",build,2,positive,train,0.00011568304762477055,0.0012643557274714112,0.9986199140548706
267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,1,neutral,train,0.004805197939276695,0.6816338300704956,0.31356096267700195
3060,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,1,neutral,train,0.005026011262089014,0.9487820267677307,0.04619193822145462
1484,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,2,positive,train,0.0018001942662522197,0.11244593560695648,0.885753870010376
2980,I can barely use any usb devices because they will not stay connected properly.,usb devices,0,negative,train,0.931878924369812,0.052709296345710754,0.015411735512316227
541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,2,positive,train,0.13910391926765442,0.7439126372337341,0.11698344349861145
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,0,negative,train,0.9855981469154358,0.01162963081151247,0.0027722869999706745
621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,0,negative,train,0.9731099605560303,0.022748712450265884,0.004141360521316528
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,1,neutral,train,0.0160402562469244,0.8695734143257141,0.11438635736703873
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,0,negative,train,0.03584786131978035,0.8522383570671082,0.11191369593143463
115,"The battery life, before the battery completely died of course, left much to be desired.",battery life,0,negative,train,0.9837998151779175,0.013045459985733032,0.0031547904945909977
2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,1,neutral,train,0.05883535370230675,0.8670946359634399,0.07407008111476898
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,1,neutral,train,0.012291318736970425,0.8986597061157227,0.08904903382062912
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2,positive,train,0.00010991624731104821,0.0013849821407347918,0.9985052347183228
1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,0,negative,train,0.8528071641921997,0.12308650463819504,0.024106327444314957
